"Prediction","Groundtruth"
"92.8505859375","39.900001525878906"
"92.27780151367188","57.599998474121094"
"93.10063934326172","31.899999618530273"
"92.9754638671875","92"
"91.68038177490234","55.400001525878906"
"75.17545318603516","43.5"
"79.1061019897461","79.5999984741211"
"59.563316345214844","46.900001525878906"
"57.84685516357422","66.9000015258789"
"44.82207489013672","44.5"
"70.48944091796875","25.299999237060547"
"92.75379943847656","129.10000610351562"
"92.92655181884766","43.099998474121094"
"92.03067779541016","108.9000015258789"
"93.03551483154297","61.70000076293945"
"92.87234497070312","133.6999969482422"
"92.27118682861328","58.5"
"74.89286041259766","46.20000076293945"
"84.38190460205078","77.30000305175781"
"51.99896240234375","58.29999923706055"
"81.6946029663086","44.5"
"51.31476593017578","67.4000015258789"
"72.24042510986328","30.100000381469727"
"92.51519775390625","121.30000305175781"
"93.15830993652344","49.29999923706055"
"92.25594329833984","105.19999694824219"
"93.17428588867188","74.0999984741211"
"93.15691375732422","101.19999694824219"
"92.67081451416016","55.099998474121094"
"84.06137084960938","49.5"
"85.25370788574219","53.099998474121094"
"57.77182388305664","42.20000076293945"
"84.8884506225586","47.599998474121094"
"56.20262908935547","69.69999694824219"
"82.0183334350586","29.799999237060547"
"92.95484924316406","117"
"93.1081314086914","43.5"
"92.67422485351562","115.9000015258789"
"93.07880401611328","87.9000015258789"
"93.10395050048828","123.5"
"92.61487579345703","45.20000076293945"
"92.06859588623047","31.700000762939453"
"80.05445861816406","47.900001525878906"
"49.32280731201172","36.5"
"76.91291046142578","48.099998474121094"
"53.106475830078125","65.5999984741211"
"83.22953033447266","29.799999237060547"
"92.9505386352539","112.19999694824219"
"93.22484588623047","43.79999923706055"
"93.02461242675781","118.69999694824219"
"93.1310806274414","102.30000305175781"
"93.15478515625","131.1999969482422"
"92.98983001708984","46.400001525878906"
"92.90242767333984","32.900001525878906"
"87.22364044189453","48.70000076293945"
"55.64451599121094","37.400001525878906"
"86.0298080444336","48.099998474121094"
"68.61315155029297","65.5999984741211"
"85.42566680908203","29.799999237060547"
"93.22603607177734","112.19999694824219"
"93.22261810302734","44.5"
"92.8293228149414","139"
"93.16607666015625","116"
"93.17725372314453","142"
"93.0543441772461","49.099998474121094"
"92.68193817138672","32.900001525878906"
"86.4094467163086","49.099998474121094"
"85.63946533203125","37.70000076293945"
"87.86353302001953","48.599998474121094"
"68.51387786865234","42.29999923706055"
"84.8406753540039","29.799999237060547"
"93.19683074951172","112.19999694824219"
"93.15149688720703","44.5"
"92.58635711669922","158.6999969482422"
"93.0266342163086","115.69999694824219"
"93.14486694335938","158.89999389648438"
"93.10062408447266","49.29999923706055"
"92.64653778076172","31.100000381469727"
"75.34891510009766","75.9000015258789"
"80.44750213623047","37.70000076293945"
"77.8816909790039","45.599998474121094"
"62.52294158935547","43.5"
"87.1841049194336","19.5"
"93.06661987304688","112.5"
"93.16092681884766","40.70000076293945"
"92.59309387207031","141.3000030517578"
"92.42814636230469","122.19999694824219"
"93.1414566040039","178.1999969482422"
"93.18035888671875","81.0999984741211"
"92.78893280029297","20.100000381469727"
"77.44761657714844","70.9000015258789"
"77.96663665771484","40.099998474121094"
"82.00621795654297","28.399999618530273"
"56.554805755615234","33"
"82.34760284423828","44.099998474121094"
"92.81861114501953","22.399999618530273"
"93.1938247680664","42.900001525878906"
"92.98478698730469","99.69999694824219"
"93.03628540039062","91.0999984741211"
"93.15431213378906","150.3000030517578"
"93.05060577392578","90"
"93.17871856689453","67.69999694824219"
"79.44612884521484","96.80000305175781"
"74.09635925292969","34"
"84.6019515991211","37.400001525878906"
"60.98213577270508","25.799999237060547"
"87.19461822509766","42.599998474121094"
"92.5948257446289","27.600000381469727"
"93.20162963867188","39.099998474121094"
"92.92522430419922","94.4000015258789"
"93.16928100585938","80.19999694824219"
"93.09290313720703","144.8000030517578"
"92.88983917236328","88.4000015258789"
"93.2007827758789","83"
"78.0714111328125","90.9000015258789"
"81.55865478515625","46.099998474121094"
"82.9691162109375","73.5999984741211"
"55.660255432128906","26.899999618530273"
"84.7026138305664","44.400001525878906"
"92.60562133789062","27.700000762939453"
"92.4912338256836","79.9000015258789"
"91.5855484008789","108.9000015258789"
"93.16007232666016","65.4000015258789"
"93.19468688964844","136.39999389648438"
"92.30429077148438","108.5999984741211"
"93.10276794433594","97.30000305175781"
"62.634769439697266","96.69999694824219"
"68.44225311279297","73.80000305175781"
"67.36823272705078","73.4000015258789"
"52.54313659667969","31.200000762939453"
"61.45710754394531","48.400001525878906"
"92.8206558227539","27.700000762939453"
"89.76416778564453","80.4000015258789"
"89.68680572509766","106.0999984741211"
"93.1060562133789","62.20000076293945"
"93.11746978759766","129"
"91.83837127685547","117.4000015258789"
"93.1395492553711","96.5999984741211"
"66.27349090576172","97.30000305175781"
"77.68516540527344","72.9000015258789"
"64.41764068603516","73.4000015258789"
"57.50617218017578","33.599998474121094"
"63.451202392578125","48.400001525878906"
"92.32984924316406","27.700000762939453"
"90.43276977539062","81.9000015258789"
"90.52796173095703","99.5999984741211"
"93.13542175292969","55.5"
"93.04459381103516","125.30000305175781"
"92.3744888305664","115.5"
"93.14541625976562","103.4000015258789"
"66.4065170288086","96.9000015258789"
"64.18558502197266","72.5999984741211"
"57.642547607421875","73.4000015258789"
"59.79286193847656","38.20000076293945"
"61.182586669921875","56.70000076293945"
"92.37773895263672","27.700000762939453"
"92.1573486328125","82.0999984741211"
"92.9527359008789","90"
"93.22303009033203","72.5"
"93.07086181640625","119.30000305175781"
"92.66168212890625","116.0999984741211"
"93.14803314208984","103.4000015258789"
"57.83927917480469","70.19999694824219"
"62.141082763671875","75"
"58.7141227722168","72.30000305175781"
"73.28052520751953","37"
"52.43147277832031","56.70000076293945"
"92.37871551513672","27.399999618530273"
"90.67792510986328","58"
"92.59822845458984","87.5"
"93.1755599975586","72.19999694824219"
"93.0809555053711","101.4000015258789"
"92.5634765625","58.5"
"93.03841400146484","102"
"53.207435607910156","38.099998474121094"
"65.53472137451172","57.29999923706055"
"48.882041931152344","57.20000076293945"
"79.8019790649414","33"
"48.35637664794922","26.200000762939453"
"92.98551177978516","23.799999237060547"
"92.15440368652344","112.0999984741211"
"92.97077178955078","136.60000610351562"
"93.17537689208984","191.6999969482422"
"93.05537414550781","245"
"92.79573822021484","114.4000015258789"
"93.13567352294922","65.9000015258789"
"66.27960205078125","70.9000015258789"
"82.60185241699219","75.69999694824219"
"53.92873001098633","69.30000305175781"
"88.44241333007812","33.400001525878906"
"49.26860046386719","35.900001525878906"
"93.00321960449219","10"
"92.86466217041016","135.6999969482422"
"93.11360168457031","219.89999389648438"
"93.1734848022461","417.79998779296875"
"93.12708282470703","407.20001220703125"
"92.68273162841797","138.39999389648438"
"93.08355712890625","88"
"58.830039978027344","91.4000015258789"
"86.08775329589844","72.0999984741211"
"52.809993743896484","51.400001525878906"
"79.61531066894531","41.70000076293945"
"46.531036376953125","48.79999923706055"
"92.90284729003906","16.399999618530273"
"92.59387969970703","109.9000015258789"
"92.8655014038086","214.39999389648438"
"93.24182891845703","425.20001220703125"
"93.22167205810547","411.29998779296875"
"92.2741470336914","130.5"
"93.1489486694336","78.9000015258789"
"65.5949478149414","101.5"
"88.16049194335938","52"
"79.6956558227539","58.900001525878906"
"86.89881896972656","60.79999923706055"
"54.80873107910156","54.5"
"93.17032623291016","25.799999237060547"
"92.40454864501953","114.69999694824219"
"92.59525299072266","242.3000030517578"
"93.23682403564453","445"
"93.18366241455078","443.8999938964844"
"91.91734313964844","123.69999694824219"
"93.15953826904297","94.80000305175781"
"78.54065704345703","120.30000305175781"
"88.3144760131836","70.4000015258789"
"86.85416412353516","67.80000305175781"
"86.04492950439453","61.900001525878906"
"69.4001693725586","62"
"93.18090057373047","43.70000076293945"
"92.88228607177734","115"
"92.87201690673828","229.3000030517578"
"93.22565460205078","439.5"
"93.18877410888672","418.8999938964844"
"92.20568084716797","125.4000015258789"
"93.06485748291016","96.69999694824219"
"85.75384521484375","122.19999694824219"
"85.9490737915039","78"
"88.58477783203125","73"
"86.86946868896484","60.29999923706055"
"76.9691162109375","53.900001525878906"
"92.9120101928711","44.5"
"92.66606140136719","115.4000015258789"
"92.46195220947266","225.8000030517578"
"93.2172622680664","432.5"
"93.09514617919922","414"
"91.8338394165039","125.19999694824219"
"93.06327819824219","96.69999694824219"
"88.27552032470703","122.19999694824219"
"84.41475677490234","75.5999984741211"
"85.38726043701172","78"
"85.131103515625","60.29999923706055"
"77.15003204345703","53.900001525878906"
"93.00835418701172","44.5"
"89.12642669677734","112.4000015258789"
"90.47435760498047","221.3000030517578"
"92.8334732055664","411.70001220703125"
"92.97545623779297","398.29998779296875"
"90.54155731201172","123.0999984741211"
"92.79508209228516","90.69999694824219"
"85.84092712402344","123"
"81.44328308105469","75.5"
"76.68013763427734","78"
"82.51396942138672","60.099998474121094"
"80.96624755859375","53.400001525878906"
"92.68462371826172","44.5"
"90.83452606201172","53.29999923706055"
"91.1883773803711","177.8000030517578"
"92.92765045166016","312.5"
"92.73345184326172","258.3999938964844"
"90.88919830322266","56"
"92.86515045166016","79.19999694824219"
"88.51129150390625","62.099998474121094"
"86.40349578857422","52.5"
"78.4486312866211","52.20000076293945"
"85.59162139892578","46"
"86.72147369384766","40.400001525878906"
"92.2855453491211","34.599998474121094"
"91.16340637207031","26.100000381469727"
"89.8060302734375","90.0999984741211"
"91.76512145996094","96.0999984741211"
"92.51905059814453","96.80000305175781"
"81.64461517333984","26.399999618530273"
"92.90642547607422","38.29999923706055"
"87.123779296875","40.79999923706055"
"83.2905044555664","34.599998474121094"
"66.96344757080078","29.5"
"81.853271484375","32.5"
"85.72322845458984","17.399999618530273"
"92.7896957397461","28.100000381469727"
"90.7127685546875","11.100000381469727"
"83.33967590332031","101.69999694824219"
"91.40029907226562","78.69999694824219"
"91.8093032836914","87.30000305175781"
"74.78160858154297","14.300000190734863"
"91.12747955322266","28.299999237060547"
"83.10364532470703","24.799999237060547"
"88.14673614501953","26.700000762939453"
"69.84795379638672","21.700000762939453"
"68.61138153076172","9.100000381469727"
"89.47886657714844","7.699999809265137"
"92.6696548461914","18.700000762939453"
"92.3338394165039","5.5"
"90.0276107788086","76.69999694824219"
"92.691650390625","48.20000076293945"
"92.59984588623047","58.70000076293945"
"80.50362396240234","58.599998474121094"
"91.56144714355469","11.899999618530273"
"84.13371276855469","4.599999904632568"
"90.08718872070312","8.300000190734863"
"84.4373550415039","12.800000190734863"
"67.57742309570312","5.599999904632568"
"89.38258361816406","0.20000000298023224"
"93.04597473144531","0.800000011920929"
"93.04727935791016","3"
"92.11337280273438","74.69999694824219"
"92.90115356445312","46.70000076293945"
"93.0662841796875","54.79999923706055"
"86.32714080810547","103.69999694824219"
"92.34265899658203","3.200000047683716"
"80.35712432861328","2.799999952316284"
"89.00597381591797","1.2999999523162842"
"84.87102508544922","7.099999904632568"
"70.08255767822266","2.299999952316284"
"83.9438247680664","0"
"93.15047454833984","0"
"93.17724609375","3.700000047683716"
"93.18656158447266","68.0999984741211"
"92.6159439086914","37.5"
"93.21004486083984","47.5"
"89.98187255859375","103.30000305175781"
"91.4618911743164","3.200000047683716"
"80.31446075439453","2.700000047683716"
"91.10604858398438","1.2999999523162842"
"92.12100982666016","3.200000047683716"
"74.77043151855469","2.299999952316284"
"85.80750274658203","0"
"93.01044464111328","0"
"92.94638061523438","2"
"93.17032623291016","79.30000305175781"
"92.01930236816406","67.69999694824219"
"93.17823028564453","48.400001525878906"
"91.15394592285156","145.89999389648438"
"89.04218292236328","11.899999618530273"
"74.7765121459961","1.899999976158142"
"90.28015899658203","1.2999999523162842"
"92.63310241699219","3.200000047683716"
"71.06835174560547","2"
"84.06739044189453","0"
"92.74832153320312","0"
"93.06777954101562","6.699999809265137"
"93.13487243652344","88.80000305175781"
"92.17462158203125","48.20000076293945"
"93.21812438964844","70.80000305175781"
"92.26900482177734","171.8000030517578"
"87.92992401123047","13.199999809265137"
"77.87206268310547","13"
"81.95894622802734","5.599999904632568"
"92.03348541259766","21.600000381469727"
"79.8479232788086","2.700000047683716"
"81.65454864501953","3.799999952316284"
"91.96088409423828","3.0999999046325684"
"93.00780487060547","8.699999809265137"
"93.1058578491211","120"
"92.70928192138672","76.69999694824219"
"92.85675811767578","106.69999694824219"
"93.04764556884766","178.6999969482422"
"90.39434051513672","19"
"74.68659210205078","28.700000762939453"
"77.94996643066406","45"
"89.90523529052734","25.399999618530273"
"81.7962417602539","6.300000190734863"
"72.36285400390625","4.599999904632568"
"84.4263687133789","5.099999904632568"
"92.7265853881836","8.399999618530273"
"93.01683807373047","88.5"
"93.12996673583984","74.80000305175781"
"92.38753509521484","110"
"93.17565155029297","225.39999389648438"
"92.23418426513672","18.799999237060547"
"71.18863677978516","28.700000762939453"
"74.27388763427734","48"
"91.01596069335938","25.5"
"83.12333679199219","6.300000190734863"
"73.06793212890625","4.900000095367432"
"84.44379425048828","6"
"91.5824966430664","10.899999618530273"
"92.47575378417969","85.69999694824219"
"93.04058074951172","74.30000305175781"
"92.0124282836914","116.30000305175781"
"92.7187271118164","178.60000610351562"
"92.08013153076172","19.200000762939453"
"73.66832733154297","28.700000762939453"
"73.16300964355469","48"
"90.96504974365234","25.5"
"84.6568374633789","6.300000190734863"
"76.89954376220703","4.900000095367432"
"88.96321868896484","6"
"90.08975982666016","10.899999618530273"
"92.29985046386719","85.69999694824219"
"92.861572265625","74.30000305175781"
"92.13594818115234","116.30000305175781"
"92.96354675292969","178.60000610351562"
"92.190185546875","19.200000762939453"
"70.04203033447266","28.600000381469727"
"75.8419189453125","47.400001525878906"
"89.9728012084961","25.5"
"80.7275619506836","6.300000190734863"
"84.8069839477539","4.900000095367432"
"90.35335540771484","6"
"89.16571044921875","9.600000381469727"
"92.49117279052734","85.69999694824219"
"92.4184341430664","73.4000015258789"
"90.0329818725586","115.80000305175781"
"92.86951446533203","226"
"90.4108657836914","19.200000762939453"
"70.80152130126953","28.600000381469727"
"85.98699951171875","47.400001525878906"
"91.82563018798828","24.399999618530273"
"77.31328582763672","9.100000381469727"
"88.21135711669922","4.900000095367432"
"91.76140594482422","17.5"
"89.73878479003906","9.600000381469727"
"92.20195770263672","56.70000076293945"
"92.8158950805664","41.79999923706055"
"89.78081512451172","102.5999984741211"
"92.75928497314453","226"
"91.21862030029297","10.199999809265137"
"78.09607696533203","28.600000381469727"
"88.7883529663086","50.099998474121094"
"92.7705078125","24.399999618530273"
"86.21819305419922","9.100000381469727"
"90.34076690673828","6"
"92.45276641845703","26.899999618530273"
"90.64759063720703","10.5"
