Prediction,Groundtruth,station,lead_time,year,month,day
46.193302154541016,39.900001525878906,5.0,7,2018,6,2
46.11819076538086,57.59999847412109,9.0,7,2018,6,2
69.577880859375,31.899999618530277,11.0,7,2018,6,2
56.35832977294922,92.0,13.0,7,2018,6,2
51.75152206420898,55.400001525878906,25.0,7,2018,6,2
68.15076446533203,43.5,29.0,7,2018,6,2
72.35698699951172,79.5999984741211,30.0,7,2018,6,2
69.47772979736328,46.900001525878906,32.0,7,2018,6,2
68.82676696777344,66.9000015258789,37.0,7,2018,6,2
63.39373397827149,44.5,38.0,7,2018,6,2
64.99610137939453,25.299999237060547,39.0,7,2018,6,2
61.66617584228516,129.10000610351562,44.0,7,2018,6,2
45.19181823730469,43.09999847412109,5.0,8,2018,6,2
45.84278106689453,108.9000015258789,9.0,8,2018,6,2
75.1110610961914,61.70000076293945,11.0,8,2018,6,2
58.98722076416016,133.6999969482422,13.0,8,2018,6,2
57.13447570800781,58.5,25.0,8,2018,6,2
78.86660766601562,46.20000076293945,29.0,8,2018,6,2
82.17150115966797,77.30000305175781,30.0,8,2018,6,2
93.33800506591795,58.29999923706055,32.0,8,2018,6,2
87.10379028320312,44.5,37.0,8,2018,6,2
73.4085464477539,67.4000015258789,38.0,8,2018,6,2
88.95652770996094,30.100000381469727,39.0,8,2018,6,2
94.86527252197266,121.3000030517578,44.0,8,2018,6,2
54.00485229492188,49.29999923706055,5.0,9,2018,6,2
56.15803909301758,105.1999969482422,9.0,9,2018,6,2
86.05223846435547,74.0999984741211,11.0,9,2018,6,2
70.37905883789062,101.1999969482422,13.0,9,2018,6,2
77.114013671875,55.09999847412109,25.0,9,2018,6,2
100.17311096191406,49.5,29.0,9,2018,6,2
101.60023498535156,53.09999847412109,30.0,9,2018,6,2
113.04214477539062,42.20000076293945,32.0,9,2018,6,2
107.7092514038086,47.59999847412109,37.0,9,2018,6,2
97.74452209472656,69.69999694824219,38.0,9,2018,6,2
111.11429595947266,29.799999237060547,39.0,9,2018,6,2
118.92584228515624,117.0,44.0,9,2018,6,2
56.15803146362305,43.5,5.0,10,2018,6,2
57.48500061035156,115.9000015258789,9.0,10,2018,6,2
85.07579040527344,87.9000015258789,11.0,10,2018,6,2
70.57935333251953,123.5,13.0,10,2018,6,2
76.83861541748047,45.20000076293945,25.0,10,2018,6,2
