Prediction,Groundtruth,station,lead_time,year,month,day
67.04423522949219,95.5,5.0,20,2009,8,1
98.58979034423828,39.29999923706055,9.0,20,2009,8,1
125.22425842285156,27.100000381469727,11.0,20,2009,8,1
126.3498992919922,45.0,13.0,20,2009,8,1
88.79986572265625,18.399999618530277,25.0,20,2009,8,1
88.73873901367188,58.20000076293945,29.0,20,2009,8,1
79.52082824707031,98.9000015258789,30.0,20,2009,8,1
70.7516860961914,101.0999984741211,32.0,20,2009,8,1
69.05126190185547,103.6999969482422,37.0,20,2009,8,1
64.15863037109375,122.0999984741211,38.0,20,2009,8,1
60.11962890625,82.30000305175781,39.0,20,2009,8,1
91.42074584960938,176.6999969482422,44.0,20,2009,8,1
68.34828186035156,110.1999969482422,5.0,14,2015,9,5
126.8956527709961,26.700000762939453,9.0,14,2015,9,5
127.04225158691406,45.0,11.0,14,2015,9,5
126.76741027832033,13.800000190734863,13.0,14,2015,9,5
66.0799560546875,50.20000076293945,25.0,14,2015,9,5
54.17493438720703,26.899999618530277,29.0,14,2015,9,5
33.781822204589844,10.5,30.0,14,2015,9,5
48.587520599365234,57.09999847412109,32.0,14,2015,9,5
33.78609085083008,61.0,37.0,14,2015,9,5
27.060495376586918,12.100000381469728,38.0,14,2015,9,5
42.68670654296875,81.0,39.0,14,2015,9,5
56.91896438598633,170.89999389648438,44.0,14,2015,9,5
65.67625427246094,38.900001525878906,5.0,39,2007,7,14
126.76515197753906,147.60000610351562,9.0,39,2007,7,14
126.74957275390624,214.8999938964844,11.0,39,2007,7,14
126.92828369140624,240.3999938964844,13.0,39,2007,7,14
76.98750305175781,163.6999969482422,25.0,39,2007,7,14
71.04365539550781,118.6999969482422,29.0,39,2007,7,14
51.03007888793945,151.0,30.0,39,2007,7,14
63.19625473022461,119.5,32.0,39,2007,7,14
59.24454879760742,111.6999969482422,37.0,39,2007,7,14
43.076751708984375,72.0,38.0,39,2007,7,14
65.34529113769531,154.60000610351562,39.0,39,2007,7,14
70.66070556640625,92.8000030517578,44.0,39,2007,7,14
71.20149230957031,14.199999809265137,5.0,30,2010,9,5
125.76173400878906,368.0,9.0,30,2010,9,5
127.02442932128906,263.5,11.0,30,2010,9,5
126.74191284179688,214.6000061035156,13.0,30,2010,9,5
92.29745483398438,119.9000015258789,25.0,30,2010,9,5
77.9725570678711,140.8000030517578,29.0,30,2010,9,5
73.54227447509766,103.0,30.0,30,2010,9,5
63.42296600341797,22.100000381469727,32.0,30,2010,9,5
72.43498992919922,51.0,37.0,30,2010,9,5
59.8599739074707,61.79999923706055,38.0,30,2010,9,5
59.69544219970703,44.400001525878906,39.0,30,2010,9,5
72.74569702148438,100.0999984741211,44.0,30,2010,9,5
73.70947265625,33.20000076293945,5.0,40,2010,6,9
126.67880249023438,158.60000610351562,9.0,40,2010,6,9
126.67545318603516,313.8999938964844,11.0,40,2010,6,9
122.46095275878906,147.5,13.0,40,2010,6,9
98.89295959472656,104.5,25.0,40,2010,6,9
67.9582290649414,144.8000030517578,29.0,40,2010,6,9
51.28814697265625,39.0,30.0,40,2010,6,9
52.16575241088867,190.1999969482422,32.0,40,2010,6,9
37.6445541381836,55.79999923706055,37.0,40,2010,6,9
36.34118270874024,74.5999984741211,38.0,40,2010,6,9
55.55686569213867,49.29999923706055,39.0,40,2010,6,9
110.92364501953124,73.0999984741211,44.0,40,2010,6,9
61.98929214477539,260.20001220703125,5.0,39,2014,6,9
91.50560760498048,7.0,9.0,39,2014,6,9
118.6098175048828,0.8999999761581421,11.0,39,2014,6,9
105.52662658691406,2.0,13.0,39,2014,6,9
98.57373046875,29.399999618530277,25.0,39,2014,6,9
87.03648376464844,11.699999809265137,29.0,39,2014,6,9
69.66496276855469,68.5,30.0,39,2014,6,9
55.84309768676758,78.80000305175781,32.0,39,2014,6,9
65.64764404296875,59.20000076293945,37.0,39,2014,6,9
61.27412414550781,16.0,38.0,39,2014,6,9
52.87731552124024,37.79999923706055,39.0,39,2014,6,9
67.68045806884766,34.5,44.0,39,2014,6,9
86.56373596191406,26.299999237060547,5.0,21,2008,6,9
30.740901947021484,79.19999694824219,9.0,21,2008,6,9
31.94208335876465,16.299999237060547,11.0,21,2008,6,9
44.4334716796875,36.400001525878906,13.0,21,2008,6,9
36.774024963378906,65.9000015258789,25.0,21,2008,6,9
39.67079544067383,18.299999237060547,29.0,21,2008,6,9
30.96810340881348,23.100000381469727,30.0,21,2008,6,9
