Prediction,Groundtruth,station,lead_time,year,month,day
44.75438690185547,39.900001525878906,5.0,7,2018,6,2
31.338905334472656,57.59999847412109,9.0,7,2018,6,2
43.21098327636719,31.899999618530277,11.0,7,2018,6,2
54.18979644775391,92.0,13.0,7,2018,6,2
13.058338165283203,55.400001525878906,25.0,7,2018,6,2
48.89881134033203,43.5,29.0,7,2018,6,2
21.880271911621094,79.5999984741211,30.0,7,2018,6,2
10.224255561828612,46.900001525878906,32.0,7,2018,6,2
0.4521504640579223,66.9000015258789,37.0,7,2018,6,2
-3.222339153289795,44.5,38.0,7,2018,6,2
10.6956787109375,25.299999237060547,39.0,7,2018,6,2
13.689981460571287,129.10000610351562,44.0,7,2018,6,2
75.5959243774414,43.09999847412109,5.0,8,2018,6,2
63.49906921386719,108.9000015258789,9.0,8,2018,6,2
66.9020004272461,61.70000076293945,11.0,8,2018,6,2
105.69403076171876,133.6999969482422,13.0,8,2018,6,2
53.813926696777344,58.5,25.0,8,2018,6,2
80.78237915039062,46.20000076293945,29.0,8,2018,6,2
47.2862548828125,77.30000305175781,30.0,8,2018,6,2
37.74945068359375,58.29999923706055,32.0,8,2018,6,2
19.84970474243164,44.5,37.0,8,2018,6,2
18.746597290039062,67.4000015258789,38.0,8,2018,6,2
48.03874969482422,30.100000381469727,39.0,8,2018,6,2
78.64079284667969,121.3000030517578,44.0,8,2018,6,2
119.24919128417967,49.29999923706055,5.0,9,2018,6,2
70.75950622558594,105.1999969482422,9.0,9,2018,6,2
109.0518035888672,74.0999984741211,11.0,9,2018,6,2
91.56546783447266,101.1999969482422,13.0,9,2018,6,2
59.58112335205078,55.09999847412109,25.0,9,2018,6,2
103.76019287109376,49.5,29.0,9,2018,6,2
35.601707458496094,53.09999847412109,30.0,9,2018,6,2
54.46450805664063,42.20000076293945,32.0,9,2018,6,2
15.053895950317385,47.59999847412109,37.0,9,2018,6,2
18.3438720703125,69.69999694824219,38.0,9,2018,6,2
52.93292236328125,29.799999237060547,39.0,9,2018,6,2
99.8203582763672,117.0,44.0,9,2018,6,2
137.42733764648438,43.5,5.0,10,2018,6,2
112.7920913696289,115.9000015258789,9.0,10,2018,6,2
143.74073791503906,87.9000015258789,11.0,10,2018,6,2
165.30853271484375,123.5,13.0,10,2018,6,2
94.40724182128906,45.20000076293945,25.0,10,2018,6,2
116.01873779296876,31.700000762939453,29.0,10,2018,6,2
57.3964958190918,47.900001525878906,30.0,10,2018,6,2
72.20954895019531,36.5,32.0,10,2018,6,2
28.06218910217285,48.09999847412109,37.0,10,2018,6,2
33.83997344970703,65.5999984741211,38.0,10,2018,6,2
52.166046142578125,29.799999237060547,39.0,10,2018,6,2
116.9384307861328,112.1999969482422,44.0,10,2018,6,2
157.67616271972656,43.79999923706055,5.0,11,2018,6,2
125.12894439697266,118.6999969482422,9.0,11,2018,6,2
153.71435546875,102.3000030517578,11.0,11,2018,6,2
178.58595275878906,131.1999969482422,13.0,11,2018,6,2
99.71760559082033,46.400001525878906,25.0,11,2018,6,2
111.42233276367188,32.900001525878906,29.0,11,2018,6,2
58.33321380615234,48.70000076293945,30.0,11,2018,6,2
76.41157531738281,37.400001525878906,32.0,11,2018,6,2
31.43972969055176,48.09999847412109,37.0,11,2018,6,2
34.98307418823242,65.5999984741211,38.0,11,2018,6,2
53.27838134765625,29.799999237060547,39.0,11,2018,6,2
112.99215698242188,112.1999969482422,44.0,11,2018,6,2
155.3408203125,44.5,5.0,12,2018,6,2
132.07798767089844,139.0,9.0,12,2018,6,2
153.27691650390625,116.0,11.0,12,2018,6,2
201.00086975097656,142.0,13.0,12,2018,6,2
87.48346710205078,49.09999847412109,25.0,12,2018,6,2
86.34275817871094,32.900001525878906,29.0,12,2018,6,2
66.4762954711914,49.09999847412109,30.0,12,2018,6,2
88.51042175292969,37.70000076293945,32.0,12,2018,6,2
51.01015090942383,48.59999847412109,37.0,12,2018,6,2
37.77699279785156,42.29999923706055,38.0,12,2018,6,2
71.28491973876953,29.799999237060547,39.0,12,2018,6,2
