"Prediction","Groundtruth"
"97.94932556152344","39.900001525878906"
"57.4753303527832","57.599998474121094"
"84.88571166992188","31.899999618530273"
"85.81041717529297","92"
"53.30069351196289","55.400001525878906"
"72.07366180419922","43.5"
"55.51430892944336","79.5999984741211"
"67.05489349365234","46.900001525878906"
"34.084381103515625","66.9000015258789"
"33.12512969970703","44.5"
"45.07463073730469","25.299999237060547"
"76.94784545898438","129.10000610351562"
"71.53413391113281","43.099998474121094"
"35.562076568603516","108.9000015258789"
"56.33558654785156","61.70000076293945"
"84.39146423339844","133.6999969482422"
"46.38557434082031","58.5"
"83.45812225341797","46.20000076293945"
"46.798095703125","77.30000305175781"
"49.51714324951172","58.29999923706055"
"25.439136505126953","44.5"
"38.204551696777344","67.4000015258789"
"44.62156295776367","30.100000381469727"
"70.43302154541016","121.30000305175781"
"58.48504638671875","49.29999923706055"
"23.40019416809082","105.19999694824219"
"45.52978515625","74.0999984741211"
"69.07024383544922","101.19999694824219"
"49.57330322265625","55.099998474121094"
"95.84247589111328","49.5"
"51.95243835449219","53.099998474121094"
"54.815452575683594","42.20000076293945"
"27.769561767578125","47.599998474121094"
"42.903602600097656","69.69999694824219"
"44.050262451171875","29.799999237060547"
"79.27693939208984","117"
"67.56819915771484","43.5"
"26.71546173095703","115.9000015258789"
"58.057456970214844","87.9000015258789"
"80.70586395263672","123.5"
"53.91218566894531","45.20000076293945"
"103.83609771728516","31.700000762939453"
"54.46916961669922","47.900001525878906"
"44.888851165771484","36.5"
"35.46084213256836","48.099998474121094"
"41.137474060058594","65.5999984741211"
"45.811607360839844","29.799999237060547"
"71.3964614868164","112.19999694824219"
"54.394500732421875","43.79999923706055"
"50.45243835449219","118.69999694824219"
"86.10795593261719","102.30000305175781"
"82.26000213623047","131.1999969482422"
"62.339088439941406","46.400001525878906"
"93.85877990722656","32.900001525878906"
"65.97886657714844","48.70000076293945"
"45.81829833984375","37.400001525878906"
"51.85544967651367","48.099998474121094"
"51.291011810302734","65.5999984741211"
"47.649654388427734","29.799999237060547"
"62.00940704345703","112.19999694824219"
"53.12851333618164","44.5"
"87.7154769897461","139"
"127.38887786865234","116"
"80.61299896240234","142"
"66.29718780517578","49.099998474121094"
"93.85132598876953","32.900001525878906"
"64.13517761230469","49.099998474121094"
"49.30971145629883","37.70000076293945"
"51.071632385253906","48.599998474121094"
"56.01676559448242","42.29999923706055"
"50.261375427246094","29.799999237060547"
"57.214508056640625","112.19999694824219"
"52.39508819580078","44.5"
"121.17269134521484","158.6999969482422"
"119.54155731201172","115.69999694824219"
"114.55360412597656","158.89999389648438"
"75.90589141845703","49.29999923706055"
"89.11637115478516","31.100000381469727"
"61.696800231933594","75.9000015258789"
"51.28567886352539","37.70000076293945"
"69.90211486816406","45.599998474121094"
"63.8574333190918","43.5"
"46.71844482421875","19.5"
"52.800079345703125","112.5"
"48.49873352050781","40.70000076293945"
"146.87051391601562","141.3000030517578"
"144.64791870117188","122.19999694824219"
"142.38473510742188","178.1999969482422"
"83.11538696289062","81.0999984741211"
"84.88260650634766","20.100000381469727"
"52.43861389160156","70.9000015258789"
"52.12630081176758","40.099998474121094"
"75.46659851074219","28.399999618530273"
"68.46947479248047","33"
"48.74607467651367","44.099998474121094"
"49.566429138183594","22.399999618530273"
"50.65217590332031","42.900001525878906"
"147.44305419921875","99.69999694824219"
"145.99293518066406","91.0999984741211"
"143.065673828125","150.3000030517578"
"72.53778076171875","90"
"61.28346633911133","67.69999694824219"
"38.603450775146484","96.80000305175781"
"41.004302978515625","34"
"54.231597900390625","37.400001525878906"
"59.14754867553711","25.799999237060547"
"39.41703796386719","42.599998474121094"
"45.79886245727539","27.600000381469727"
"42.22201919555664","39.099998474121094"
"148.7823944091797","94.4000015258789"
"143.0679931640625","80.19999694824219"
"140.64540100097656","144.8000030517578"
"82.85066986083984","88.4000015258789"
"54.720088958740234","83"
"40.15834045410156","90.9000015258789"
"43.433738708496094","46.099998474121094"
"55.326595306396484","73.5999984741211"
"54.968467712402344","26.899999618530273"
"43.115081787109375","44.400001525878906"
"47.26001739501953","27.700000762939453"
"38.029563903808594","79.9000015258789"
"149.35894775390625","108.9000015258789"
"144.7499237060547","65.4000015258789"
"145.8624725341797","136.39999389648438"
"76.50435638427734","108.5999984741211"
"47.002647399902344","97.30000305175781"
"37.48839569091797","96.69999694824219"
"43.932762145996094","73.80000305175781"
"36.72071838378906","73.4000015258789"
"33.95063018798828","31.200000762939453"
"41.616947174072266","48.400001525878906"
"43.76568603515625","27.700000762939453"
"35.63228225708008","80.4000015258789"
"147.77012634277344","106.0999984741211"
"142.48985290527344","62.20000076293945"
"144.7402801513672","129"
"67.86498260498047","117.4000015258789"
"39.778411865234375","96.5999984741211"
"34.26544952392578","97.30000305175781"
"39.8503303527832","72.9000015258789"
"38.25340270996094","73.4000015258789"
"30.290782928466797","33.599998474121094"
"41.56111145019531","48.400001525878906"
"42.87413024902344","27.700000762939453"
"36.75398254394531","81.9000015258789"
"146.40786743164062","99.5999984741211"
"138.2824249267578","55.5"
"142.90296936035156","125.30000305175781"
"58.77880859375","115.5"
"35.664493560791016","103.4000015258789"
"32.635292053222656","96.9000015258789"
"35.20307922363281","72.5999984741211"
"41.02880096435547","73.4000015258789"
"31.137237548828125","38.20000076293945"
"38.17109680175781","56.70000076293945"
