Prediction,Groundtruth,station,lead_time,year,month,day
45.03540802001953,64.30000305175781,30.0,37,2021,7,14
44.38838195800781,0.0,32.0,37,2021,7,14
42.04850387573242,12.199999809265137,37.0,37,2021,7,14
39.11700820922852,27.299999237060547,38.0,37,2021,7,14
42.05693817138672,6.599999904632568,39.0,37,2021,7,14
64.6190185546875,4.300000190734863,44.0,37,2021,7,14
64.0235595703125,53.20000076293945,5.0,38,2021,7,14
69.46669006347656,218.1999969482422,9.0,38,2021,7,14
85.76348114013672,171.6999969482422,11.0,38,2021,7,14
85.16206359863281,193.3000030517578,13.0,38,2021,7,14
54.21299362182617,37.70000076293945,25.0,38,2021,7,14
51.57954788208008,43.70000076293945,29.0,38,2021,7,14
44.50745391845703,64.30000305175781,30.0,38,2021,7,14
43.71960067749024,0.0,32.0,38,2021,7,14
41.311614990234375,12.199999809265137,37.0,38,2021,7,14
38.509185791015625,27.299999237060547,38.0,38,2021,7,14
41.5977668762207,6.599999904632568,39.0,38,2021,7,14
62.601993560791016,4.300000190734863,44.0,38,2021,7,14
63.86872482299805,21.899999618530277,5.0,39,2021,7,14
68.04210662841797,127.9000015258789,9.0,39,2021,7,14
84.5914306640625,76.30000305175781,11.0,39,2021,7,14
83.80091094970703,126.5999984741211,13.0,39,2021,7,14
53.8649787902832,21.799999237060547,25.0,39,2021,7,14
50.954811096191406,18.299999237060547,29.0,39,2021,7,14
42.89127349853516,17.0,30.0,39,2021,7,14
42.60650634765625,0.0,32.0,39,2021,7,14
40.82181167602539,12.199999809265137,37.0,39,2021,7,14
37.697059631347656,21.399999618530277,38.0,39,2021,7,14
40.80229187011719,2.299999952316284,39.0,39,2021,7,14
62.76597213745117,4.300000190734863,44.0,39,2021,7,14
62.86857604980469,9.699999809265137,5.0,40,2021,7,14
64.46166229248047,111.0999984741211,9.0,40,2021,7,14
82.37591552734375,74.9000015258789,11.0,40,2021,7,14
81.83698272705078,112.5,13.0,40,2021,7,14
53.05511474609375,10.300000190734863,25.0,40,2021,7,14
51.6137924194336,13.699999809265137,29.0,40,2021,7,14
44.21227264404297,5.900000095367432,30.0,40,2021,7,14
42.42606735229492,0.0,32.0,40,2021,7,14
40.27194595336914,8.300000190734863,37.0,40,2021,7,14
37.69635391235352,0.699999988079071,38.0,40,2021,7,14
40.94449234008789,0.0,39.0,40,2021,7,14
62.00007247924805,4.300000190734863,44.0,40,2021,7,14
62.104583740234375,0.0,5.0,41,2021,7,14
62.921669006347656,121.0999984741211,9.0,41,2021,7,14
78.44417572021484,70.19999694824219,11.0,41,2021,7,14
77.13309478759766,132.1999969482422,13.0,41,2021,7,14
51.95389175415039,31.200000762939453,25.0,41,2021,7,14
49.12823486328125,13.699999809265137,29.0,41,2021,7,14
42.349239349365234,1.0,30.0,41,2021,7,14
41.10703659057617,0.0,32.0,41,2021,7,14
39.31655883789063,8.300000190734863,37.0,41,2021,7,14
37.23842239379883,0.699999988079071,38.0,41,2021,7,14
39.77803421020508,0.0,39.0,41,2021,7,14
62.40558624267578,5.900000095367432,44.0,41,2021,7,14
62.46499633789063,0.0,5.0,42,2021,7,14
63.645267486572266,70.9000015258789,9.0,42,2021,7,14
79.77342987060547,69.9000015258789,11.0,42,2021,7,14
78.94152069091797,109.5,13.0,42,2021,7,14
52.07126235961914,29.399999618530277,25.0,42,2021,7,14
50.70346832275391,9.300000190734863,29.0,42,2021,7,14
42.67949676513672,1.0,30.0,42,2021,7,14
41.18365859985352,0.0,32.0,42,2021,7,14
39.318992614746094,8.300000190734863,37.0,42,2021,7,14
37.25954055786133,0.699999988079071,38.0,42,2021,7,14
39.5591926574707,4.599999904632568,39.0,42,2021,7,14
60.412967681884766,5.900000095367432,44.0,42,2021,7,14
61.692176818847656,21.899999618530277,5.0,43,2021,7,14
63.31904983520508,56.5,9.0,43,2021,7,14
78.15241241455078,67.5999984741211,11.0,43,2021,7,14
76.97452545166016,79.80000305175781,13.0,43,2021,7,14
52.0023193359375,56.59999847412109,25.0,43,2021,7,14
49.60480117797852,45.09999847412109,29.0,43,2021,7,14
42.64265060424805,1.0,30.0,43,2021,7,14
40.874114990234375,0.0,32.0,43,2021,7,14
39.13902282714844,8.300000190734863,37.0,43,2021,7,14
37.14127731323242,0.699999988079071,38.0,43,2021,7,14
39.727500915527344,4.599999904632568,39.0,43,2021,7,14
61.86164474487305,1.600000023841858,44.0,43,2021,7,14
60.445556640625,21.899999618530277,5.0,44,2021,7,14
59.13454055786133,56.5,9.0,44,2021,7,14
75.5655517578125,67.5999984741211,11.0,44,2021,7,14
76.44698333740234,79.80000305175781,13.0,44,2021,7,14
52.76971054077149,56.59999847412109,25.0,44,2021,7,14
49.87610626220703,45.09999847412109,29.0,44,2021,7,14
44.36540222167969,0.0,30.0,44,2021,7,14
40.44408798217773,0.0,32.0,44,2021,7,14
38.96455001831055,0.0,37.0,44,2021,7,14
37.29149627685547,3.799999952316284,38.0,44,2021,7,14
38.96002578735352,5.0,39.0,44,2021,7,14
59.977447509765625,5.699999809265137,44.0,44,2021,7,14
61.44062042236328,21.899999618530277,5.0,45,2021,7,14
60.01100540161133,56.5,9.0,45,2021,7,14
75.29940032958984,67.5999984741211,11.0,45,2021,7,14
75.6109619140625,79.80000305175781,13.0,45,2021,7,14
51.56854248046875,56.59999847412109,25.0,45,2021,7,14
49.253231048583984,45.09999847412109,29.0,45,2021,7,14
41.95949172973633,0.0,30.0,45,2021,7,14
39.99769973754883,0.0,32.0,45,2021,7,14
38.29479598999024,0.0,37.0,45,2021,7,14
35.90687942504883,6.599999904632568,38.0,45,2021,7,14
38.846710205078125,11.5,39.0,45,2021,7,14
60.02708053588867,5.699999809265137,44.0,45,2021,7,14
60.59260177612305,21.899999618530277,5.0,46,2021,7,14
58.18276596069336,56.5,9.0,46,2021,7,14
73.81669616699219,62.400001525878906,11.0,46,2021,7,14
74.3084945678711,78.4000015258789,13.0,46,2021,7,14
50.92076873779297,56.59999847412109,25.0,46,2021,7,14
48.207122802734375,45.09999847412109,29.0,46,2021,7,14
43.042266845703125,0.0,30.0,46,2021,7,14
39.58566665649414,0.0,32.0,46,2021,7,14
38.07753753662109,0.0,37.0,46,2021,7,14
35.9600944519043,6.599999904632568,38.0,46,2021,7,14
39.002437591552734,11.5,39.0,46,2021,7,14
59.59608459472656,5.699999809265137,44.0,46,2021,7,14
68.2455825805664,59.5,5.0,7,2018,7,18
101.02376556396484,60.900001525878906,9.0,7,2018,7,18
114.94026947021484,45.20000076293945,11.0,7,2018,7,18
115.03626251220705,86.5,13.0,7,2018,7,18
69.84030151367188,144.3000030517578,25.0,7,2018,7,18
64.91960144042969,94.8000030517578,29.0,7,2018,7,18
53.0142707824707,67.30000305175781,30.0,7,2018,7,18
56.21458053588867,261.0,32.0,7,2018,7,18
52.398582458496094,134.8000030517578,37.0,7,2018,7,18
47.29171371459961,96.1999969482422,38.0,7,2018,7,18
51.913848876953125,212.6000061035156,39.0,7,2018,7,18
71.53218078613281,394.0,44.0,7,2018,7,18
68.0307846069336,78.0,5.0,8,2018,7,18
98.97544860839844,68.0,9.0,8,2018,7,18
113.4022216796875,58.900001525878906,11.0,8,2018,7,18
93.97738647460938,166.60000610351562,13.0,8,2018,7,18
70.52642822265625,163.6999969482422,25.0,8,2018,7,18
64.60029602050781,95.9000015258789,29.0,8,2018,7,18
53.13353729248047,103.8000030517578,30.0,8,2018,7,18
56.25017547607422,267.8999938964844,32.0,8,2018,7,18
52.145626068115234,140.3000030517578,37.0,8,2018,7,18
47.36495208740234,90.5999984741211,38.0,8,2018,7,18
51.89894104003906,187.8000030517578,39.0,8,2018,7,18
74.68991088867188,270.29998779296875,44.0,8,2018,7,18
68.71851348876953,76.69999694824219,5.0,9,2018,7,18
99.37166595458984,60.0,9.0,9,2018,7,18
114.60547637939452,80.80000305175781,11.0,9,2018,7,18
109.92178344726562,186.6000061035156,13.0,9,2018,7,18
70.80707550048828,133.1999969482422,25.0,9,2018,7,18
65.06278991699219,104.6999969482422,29.0,9,2018,7,18
54.27206802368164,79.5999984741211,30.0,9,2018,7,18
56.33855819702149,179.39999389648438,32.0,9,2018,7,18
52.697383880615234,110.0,37.0,9,2018,7,18
48.07745742797852,64.19999694824219,38.0,9,2018,7,18
52.687294006347656,162.6999969482422,39.0,9,2018,7,18
73.1625747680664,240.6999969482422,44.0,9,2018,7,18
68.75453186035156,74.4000015258789,5.0,10,2018,7,18
97.88201141357422,54.20000076293945,9.0,10,2018,7,18
114.7538604736328,85.5999984741211,11.0,10,2018,7,18
114.98057556152344,189.1000061035156,13.0,10,2018,7,18
69.93547821044922,124.4000015258789,25.0,10,2018,7,18
63.47433090209961,96.0999984741211,29.0,10,2018,7,18
54.26469039916992,65.5999984741211,30.0,10,2018,7,18
55.74179458618164,138.3000030517578,32.0,10,2018,7,18
52.01355743408203,94.3000030517578,37.0,10,2018,7,18
47.58699417114258,56.29999923706055,38.0,10,2018,7,18
51.69376754760742,100.3000030517578,39.0,10,2018,7,18
71.1515884399414,118.0999984741211,44.0,10,2018,7,18
67.49237060546875,92.3000030517578,5.0,11,2018,7,18
96.90963745117188,57.29999923706055,9.0,11,2018,7,18
114.99649810791016,100.1999969482422,11.0,11,2018,7,18
115.02904510498048,201.0,13.0,11,2018,7,18
69.56957244873047,96.5999984741211,25.0,11,2018,7,18
64.3851089477539,80.0,29.0,11,2018,7,18
54.49616622924805,68.80000305175781,30.0,11,2018,7,18
54.91017532348633,147.5,32.0,11,2018,7,18
51.128326416015625,97.8000030517578,37.0,11,2018,7,18
47.83730697631836,57.0,38.0,11,2018,7,18
50.85359954833984,101.9000015258789,39.0,11,2018,7,18
71.30382537841797,123.9000015258789,44.0,11,2018,7,18
68.36846160888672,80.5,5.0,12,2018,7,18
95.82534790039062,124.3000030517578,9.0,12,2018,7,18
114.85484313964844,75.5,11.0,12,2018,7,18
114.87998962402344,176.60000610351562,13.0,12,2018,7,18
69.27330017089844,147.10000610351562,25.0,12,2018,7,18
64.87975311279297,71.80000305175781,29.0,12,2018,7,18
52.81599426269531,69.19999694824219,30.0,12,2018,7,18
54.77794647216797,165.3000030517578,32.0,12,2018,7,18
51.43907928466797,77.0999984741211,37.0,12,2018,7,18
47.476112365722656,42.09999847412109,38.0,12,2018,7,18
51.15410614013672,102.5,39.0,12,2018,7,18
70.75044250488281,133.8000030517578,44.0,12,2018,7,18
68.26289367675781,110.5999984741211,5.0,13,2018,7,18
95.15009307861328,150.5,9.0,13,2018,7,18
113.87560272216795,151.8000030517578,11.0,13,2018,7,18
114.69319152832033,216.1000061035156,13.0,13,2018,7,18
68.69029998779297,194.0,25.0,13,2018,7,18
64.85479736328125,61.79999923706055,29.0,13,2018,7,18
52.09189224243164,68.0999984741211,30.0,13,2018,7,18
54.67427062988281,185.6999969482422,32.0,13,2018,7,18
51.25100326538086,85.9000015258789,37.0,13,2018,7,18
46.159400939941406,73.0999984741211,38.0,13,2018,7,18
51.2672004699707,127.5999984741211,39.0,13,2018,7,18
72.61405181884766,145.3000030517578,44.0,13,2018,7,18
67.37906646728516,116.0999984741211,5.0,14,2018,7,18
94.142822265625,144.1999969482422,9.0,14,2018,7,18
114.75631713867188,160.8000030517578,11.0,14,2018,7,18
114.82843017578124,201.1999969482422,13.0,14,2018,7,18
67.78441619873047,188.3999938964844,25.0,14,2018,7,18
63.85644912719727,63.400001525878906,29.0,14,2018,7,18
52.70859146118164,61.59999847412109,30.0,14,2018,7,18
54.22676849365234,164.8000030517578,32.0,14,2018,7,18
50.753231048583984,81.0999984741211,37.0,14,2018,7,18
45.51133346557617,77.9000015258789,38.0,14,2018,7,18
